filename,target_id,initial_weight,final_weight,action,reason
1203_T11of12_1203.1191.json,1203.1191,0.45454545454545453,0.5360183471197663,copied,copied
1203_T12of12_1203.1223.json,1203.1223,0.15,0.11472376152268451,copied,copied
1203_T1of12_1203.2.json,1203.2,0.5625,0.9613100154142262,copied,copied
1203_T2of12_1203.3.json,1203.3,0.4852941176470588,0.865521838869179,copied,copied
1203_T3of12_1203.4.json,1203.4,0.7109375,0.19087629699162678,copied,copied
1203_T4of12_1203.185.json,1203.185,0.175,0.09241646624891393,copied,copied
1203_T5of12_1203.186.json,1203.186,0.25,0.2504684572142411,copied,copied
1203_T6of12_1203.189.json,1203.189,0.6574074074074074,0.9733985775572811,copied,copied
1203_T7of12_1203.224.json,1203.224,0.36538461538461536,0.451428408958861,copied,copied
1203_T8of12_1203.251.json,1203.251,0.19230769230769232,0.08078510207119764,copied,copied
1203_T9of12_1203.298.json,1203.298,0.6826923076923077,0.9736280938616544,copied,copied
12075_T1of1_12075.1.json,12075.1,0.3611111111111111,0.23342312286442263,copied,copied
12100_T1of1_12100.1.json,12100.1,0.5,0.5806243486029083,copied,copied
12133_T1of1_12133.1.json,12133.1,0.5,0.3377859217839798,copied,copied
12134_T1of1_12134.1.json,12134.1,1.0,0.4524886877828054,copied,copied
12138_T1of1_12138.1.json,12138.1,0.5,0.4998443391331419,copied,copied
12140_T1of1_12140.1.json,12140.1,1.0,1.0,skipped,no_change
12158_T1of4_12158.1.json,12158.1,0.5,0.8461538461538461,copied,copied
12158_T2of4_12158.2.json,12158.2,0.5,0.2957407502348653,copied,copied
12158_T3of4_12158.3.json,12158.3,0.5,0.5051356234697358,copied,copied
12158_T4of4_12158.4.json,12158.4,0.5,0.5943745789355491,copied,copied
12200_T1of1_12200.1.json,12200.1,0.5,0.7994371312531685,copied,copied
12218_T1of1_12218.1.json,12218.1,0.75,0.8294504510547756,copied,copied
1221_T10of26_1221.10.json,1221.10,0.5,0.5,skipped,no_change
1221_T11of26_1221.11.json,1221.11,0.5,0.9205087440381559,copied,copied
1221_T12of26_1221.12.json,1221.12,0.8125,0.9517994858611825,copied,copied
1221_T13of26_1221.13.json,1221.13,0.6875,0.7600767754318618,copied,copied
1221_T14of26_1221.14.json,1221.14,0.8333333333333334,0.9282382490132759,copied,copied
1221_T15of26_1221.15.json,1221.15,0.8,0.8191320557425424,copied,copied
1221_T16of26_1221.16.json,1221.16,0.75,0.29268292682926833,copied,copied
1221_T17of26_1221.17.json,1221.17,0.5,0.25,copied,copied
1221_T18of26_1221.18.json,1221.18,0.375,0.875,copied,copied
1221_T19of26_1221.19.json,1221.19,0.5833333333333334,0.8333749895859368,copied,copied
1221_T1of26_1221.1.json,1221.1,0.6666666666666666,0.8491704374057315,copied,copied
1221_T20of26_1221.20.json,1221.20,0.375,0.30701133144475923,copied,copied
1221_T21of26_1221.21.json,1221.21,0.875,0.92,copied,copied
1221_T22of26_1221.194.json,1221.194,0.375,0.375,skipped,no_change
1221_T23of26_1221.193.json,1221.193,0.625,0.625,skipped,no_change
1221_T24of26_1221.200.json,1221.200,0.75,0.75,skipped,no_change
1221_T25of26_1221.201.json,1221.201,0.75,0.75,skipped,no_change
1221_T26of26_1221.202.json,1221.202,0.5,0.5,skipped,no_change
1221_T2of26_1221.2.json,1221.2,0.75,0.9230769230769231,copied,copied
1221_T3of26_1221.3.json,1221.3,0.125,0.7112806764281295,copied,copied
1221_T4of26_1221.4.json,1221.4,0.25,0.7692307692307692,copied,copied
1221_T5of26_1221.5.json,1221.5,0.625,0.6881496881496882,copied,copied
1221_T6of26_1221.6.json,1221.6,0.8,0.9343163979112614,copied,copied
1221_T7of26_1221.7.json,1221.7,0.5,0.5689655172413792,copied,copied
1221_T8of26_1221.8.json,1221.8,0.9375,0.9884473197781886,copied,copied
1221_T9of26_1221.9.json,1221.9,0.75,0.9043755624966912,copied,copied
12228_T1of1_12228.1.json,12228.1,0.926829268292683,0.9983719044459957,copied,copied
1222_T1of1_1222.1.json,1222.1,0.6388888888888888,0.7939969834583916,copied,copied
12278_T1of1_12278.1.json,12278.1,0.7758620689655172,0.9773287996129512,copied,copied
1229_T1of1_1229.1.json,1229.1,0.603585657370518,0.8259285103283136,copied,copied
12304_T1of1_12304.1.json,12304.1,0.4,0.21337845208483985,copied,copied
1232_T1of1_1232.1.json,1232.1,0.1875,0.09899608834843455,copied,copied
1233_T1of1_1233.1.json,1233.1,0.24,0.0632978122657546,copied,copied
12345_T1of1_12345.1.json,12345.1,0.5,0.9708843528602787,copied,copied
12376_T1of1_12376.1.json,12376.1,0.5,0.47668985576796347,copied,copied
12377_T1of1_12377.1.json,12377.1,0.6770833333333334,0.8234995055864041,copied,copied
12528_T1of1_12528.1.json,12528.1,0.4444444444444444,0.917342990608361,copied,copied
12545_T1of1_12545.1.json,12545.1,0.5434782608695652,0.6220533130791637,copied,copied
12546_T1of1_12546.1.json,12546.1,0.0,0.0,skipped,no_change
12551_T1of1_12551.1.json,12551.1,0.5,0.16628175519630484,copied,copied
12577_T1of1_12577.1.json,12577.1,0.5,0.6840758566746309,copied,copied
1257_T100of152_1257.839.json,1257.839,0.5,0.6,copied,copied
1257_T101of152_1257.857.json,1257.857,0.5,0.6,copied,copied
1257_T102of152_1257.861.json,1257.861,0.4375,0.4375,skipped,no_change
1257_T103of152_1257.869.json,1257.869,0.4375,0.7273430700687604,copied,copied
1257_T104of152_1257.877.json,1257.877,0.75,0.875,copied,copied
1257_T105of152_1257.880.json,1257.880,0.375,0.5,copied,copied
1257_T106of152_1257.882.json,1257.882,0.4,0.5973154362416108,copied,copied
1257_T107of152_1257.887.json,1257.887,0.25,0.625,copied,copied
1257_T108of152_1257.890.json,1257.890,0.5,0.6,copied,copied
1257_T109of152_1257.891.json,1257.891,0.75,0.8,copied,copied
1257_T10of152_1257.17.json,1257.17,0.81,0.9761736919962714,copied,copied
1257_T110of152_1257.892.json,1257.892,0.375,0.375,skipped,no_change
1257_T111of152_1257.893.json,1257.893,0.75,0.8,copied,copied
1257_T112of152_1257.895.json,1257.895,0.5,0.6,copied,copied
1257_T113of152_1257.919.json,1257.919,0.3333333333333333,0.5098039215686274,copied,copied
1257_T114of152_1257.921.json,1257.921,0.0,0.0,skipped,no_change
1257_T115of152_1257.922.json,1257.922,0.5,0.6,copied,copied
1257_T116of152_1257.924.json,1257.924,0.375,0.5,copied,copied
1257_T117of152_1257.926.json,1257.926,0.0,0.2,copied,copied
1257_T118of152_1257.928.json,1257.928,0.5,0.6,copied,copied
1257_T119of152_1257.930.json,1257.930,0.75,0.875,copied,copied
1257_T11of152_1257.18.json,1257.18,0.6166666666666667,0.823055145248646,copied,copied
1257_T120of152_1257.935.json,1257.935,0.5,0.6,copied,copied
1257_T121of152_1257.937.json,1257.937,0.5,0.6,copied,copied
1257_T122of152_1257.945.json,1257.945,0.5,0.5,skipped,no_change
1257_T123of152_1257.947.json,1257.947,0.5,0.5,skipped,no_change
1257_T124of152_1257.948.json,1257.948,0.0,0.0,skipped,no_change
1257_T125of152_1257.950.json,1257.950,0.25,0.1838235294117647,copied,copied
1257_T126of152_1257.951.json,1257.951,0.5,0.9,copied,copied
1257_T127of152_1257.952.json,1257.952,0.75,0.375,copied,copied
1257_T128of152_1257.953.json,1257.953,0.375,0.6875,copied,copied
1257_T129of152_1257.954.json,1257.954,0.25,0.25,skipped,no_change
1257_T12of152_1257.22.json,1257.22,0.65,0.872528063675485,copied,copied
1257_T130of152_1257.955.json,1257.955,0.375,0.375,skipped,no_change
1257_T131of152_1257.970.json,1257.970,0.8125,0.88,copied,copied
1257_T132of152_1257.972.json,1257.972,0.75,0.8,copied,copied
1257_T133of152_1257.974.json,1257.974,0.55,0.556923076923077,copied,copied
1257_T134of152_1257.979.json,1257.979,0.5,0.5,skipped,no_change
1257_T135of152_1257.989.json,1257.989,0.5,0.7737556561085973,copied,copied
1257_T136of152_1257.997.json,1257.997,0.5,0.530268497415087,copied,copied
1257_T137of152_1257.1007.json,1257.1007,0.75,0.7534861275173587,copied,copied
1257_T138of152_1257.1021.json,1257.1021,0.5,0.6,copied,copied
1257_T139of152_1257.1028.json,1257.1028,0.5,0.5,skipped,no_change
1257_T13of152_1257.30.json,1257.30,0.4375,0.4375,skipped,no_change
1257_T140of152_1257.1035.json,1257.1035,0.75,0.8,copied,copied
1257_T141of152_1257.1037.json,1257.1037,0.5,0.6,copied,copied
1257_T142of152_1257.1045.json,1257.1045,0.75,0.9230769230769231,copied,copied
1257_T143of152_1257.1046.json,1257.1046,0.75,0.75,skipped,no_change
1257_T144of152_1257.1048.json,1257.1048,0.5,0.5,skipped,no_change
1257_T145of152_1257.1051.json,1257.1051,0.5,0.5,skipped,no_change
1257_T146of152_1257.1950.json,1257.1950,0.5,0.5,skipped,no_change
1257_T147of152_1257.1960.json,1257.1960,0.75,0.8161764705882353,copied,copied
1257_T148of152_1257.2058.json,1257.2058,0.5,0.75,copied,copied
1257_T149of152_1257.2139.json,1257.2139,0.0,0.0,skipped,no_change
1257_T14of152_1257.42.json,1257.42,0.725,0.5466855640545337,copied,copied
1257_T150of152_1257.2189.json,1257.2189,0.5,0.5,skipped,no_change
1257_T151of152_1257.2191.json,1257.2191,0.5,0.8461538461538461,copied,copied
1257_T152of152_1257.2197.json,1257.2197,0.5,0.5412844036697247,copied,copied
1257_T15of152_1257.43.json,1257.43,0.7291666666666666,0.9871188926211072,copied,copied
1257_T16of152_1257.44.json,1257.44,0.7142857142857143,0.73109243697479,copied,copied
1257_T17of152_1257.47.json,1257.47,0.7,0.724705876367546,copied,copied
1257_T18of152_1257.48.json,1257.48,0.625,0.7876106194690266,copied,copied
1257_T19of152_1257.50.json,1257.50,0.671875,0.9772065770096419,copied,copied
1257_T1of152_1257.2.json,1257.2,0.6875,0.9579911361297233,copied,copied
1257_T20of152_1257.51.json,1257.51,0.4642857142857143,0.8351648351648351,copied,copied
1257_T21of152_1257.53.json,1257.53,0.65625,0.9841310447967502,copied,copied
1257_T22of152_1257.56.json,1257.56,0.4166666666666667,0.36635330148975226,copied,copied
1257_T23of152_1257.81.json,1257.81,0.5714285714285714,0.9644829005395734,copied,copied
1257_T24of152_1257.85.json,1257.85,0.625,0.7,copied,copied
1257_T25of152_1257.98.json,1257.98,0.65,0.8980720878579147,copied,copied
1257_T26of152_1257.105.json,1257.105,0.5833333333333334,0.8443669276584354,copied,copied
1257_T27of152_1257.106.json,1257.106,0.375,0.8076923076923077,copied,copied
1257_T28of152_1257.109.json,1257.109,0.5833333333333334,0.5833333333333334,skipped,no_change
1257_T29of152_1257.114.json,1257.114,0.75,0.9230769230769231,copied,copied
1257_T2of152_1257.3.json,1257.3,0.65,0.72,copied,copied
1257_T30of152_1257.116.json,1257.116,0.1875,0.1853225769347082,copied,copied
1257_T31of152_1257.130.json,1257.130,0.25,0.16,copied,copied
1257_T32of152_1257.142.json,1257.142,0.65625,0.828125,copied,copied
1257_T33of152_1257.145.json,1257.145,0.375,0.2866108633205318,copied,copied
1257_T34of152_1257.182.json,1257.182,0.65,0.9299999999999999,copied,copied
1257_T35of152_1257.185.json,1257.185,0.5625,0.8798283261802575,copied,copied
1257_T36of152_1257.194.json,1257.194,0.5,0.8048780487804879,copied,copied
1257_T37of152_1257.197.json,1257.197,0.4,0.6364232209562608,copied,copied
1257_T38of152_1257.199.json,1257.199,0.6,0.8728635110330634,copied,copied
1257_T39of152_1257.218.json,1257.218,0.6666666666666666,0.9752186379187482,copied,copied
1257_T3of152_1257.4.json,1257.4,0.76,0.9428277258133183,copied,copied
1257_T40of152_1257.334.json,1257.334,0.4583333333333333,0.3076062639821029,copied,copied
1257_T41of152_1257.339.json,1257.339,0.4107142857142857,0.6311542088896002,copied,copied
1257_T42of152_1257.340.json,1257.340,0.5,0.822198842714361,copied,copied
1257_T43of152_1257.351.json,1257.351,0.5,0.4,copied,copied
1257_T44of152_1257.352.json,1257.352,0.6704545454545454,0.8855788584231115,copied,copied
1257_T45of152_1257.356.json,1257.356,0.6785714285714286,0.8663731688436211,copied,copied
1257_T46of152_1257.369.json,1257.369,0.7727272727272727,0.9934802671499668,copied,copied
1257_T47of152_1257.370.json,1257.370,0.375,0.9230615536845557,copied,copied
1257_T48of152_1257.378.json,1257.378,0.6428571428571429,0.8462248193141627,copied,copied
1257_T49of152_1257.404.json,1257.404,0.75,0.48,copied,copied
1257_T4of152_1257.5.json,1257.5,0.675,0.8830432235226713,copied,copied
1257_T50of152_1257.422.json,1257.422,0.5,0.9075785582255083,copied,copied
1257_T51of152_1257.439.json,1257.439,0.75,0.7334963325183375,copied,copied
1257_T52of152_1257.443.json,1257.443,0.75,0.6,copied,copied
1257_T53of152_1257.448.json,1257.448,0.34375,0.4629643640765681,copied,copied
1257_T54of152_1257.455.json,1257.455,0.5,0.831081081081081,copied,copied
1257_T55of152_1257.469.json,1257.469,0.5,0.8461538461538461,copied,copied
1257_T56of152_1257.471.json,1257.471,0.6875,0.75,copied,copied
1257_T57of152_1257.472.json,1257.472,0.7916666666666666,0.7916666666666666,skipped,no_change
1257_T58of152_1257.473.json,1257.473,0.625,0.5882352941176471,copied,copied
1257_T59of152_1257.475.json,1257.475,0.5,0.6,copied,copied
1257_T5of152_1257.6.json,1257.6,0.7045454545454546,0.9689811443908871,copied,copied
1257_T60of152_1257.476.json,1257.476,0.25,0.6012144475207652,copied,copied
1257_T61of152_1257.498.json,1257.498,0.7777777777777778,0.8577777777777778,copied,copied
1257_T62of152_1257.502.json,1257.502,0.5,0.6,copied,copied
1257_T63of152_1257.503.json,1257.503,0.6875,0.6777096766843629,copied,copied
1257_T64of152_1257.549.json,1257.549,0.125,0.8872422680412371,copied,copied
1257_T65of152_1257.552.json,1257.552,0.5625,0.8589846897663175,copied,copied
1257_T66of152_1257.558.json,1257.558,0.3611111111111111,0.8272150313011919,copied,copied
1257_T67of152_1257.568.json,1257.568,0.25,0.7692307692307692,copied,copied
1257_T68of152_1257.573.json,1257.573,0.4375,0.7517241379310344,copied,copied
1257_T69of152_1257.575.json,1257.575,0.4318181818181818,0.40641711229946526,copied,copied
1257_T6of152_1257.7.json,1257.7,0.46875,0.5420258620689655,copied,copied
1257_T70of152_1257.576.json,1257.576,0.7142857142857143,0.9380229315153393,copied,copied
1257_T71of152_1257.631.json,1257.631,0.75,0.9600111080255485,copied,copied
1257_T72of152_1257.688.json,1257.688,0.5,0.5,skipped,no_change
1257_T73of152_1257.694.json,1257.694,0.6666666666666666,0.6666666666666666,skipped,no_change
1257_T74of152_1257.693.json,1257.693,0.5,0.5,skipped,no_change
1257_T75of152_1257.712.json,1257.712,0.9,0.9982433170779981,copied,copied
1257_T76of152_1257.713.json,1257.713,0.75,0.75,skipped,no_change
1257_T77of152_1257.729.json,1257.729,0.6428571428571429,0.7142857142857143,copied,copied
1257_T78of152_1257.733.json,1257.733,0.375,0.8969072164948454,copied,copied
1257_T79of152_1257.736.json,1257.736,0.5,0.822198842714361,copied,copied
1257_T7of152_1257.8.json,1257.8,0.7045454545454546,0.96917499969175,copied,copied
1257_T80of152_1257.738.json,1257.738,0.6785714285714286,0.6785714285714286,skipped,no_change
1257_T81of152_1257.751.json,1257.751,0.55,0.44000000000000006,copied,copied
1257_T82of152_1257.750.json,1257.750,0.0,0.0,skipped,no_change
1257_T83of152_1257.753.json,1257.753,0.75,0.8,copied,copied
1257_T84of152_1257.755.json,1257.755,0.6785714285714286,0.7051114023591089,copied,copied
1257_T85of152_1257.765.json,1257.765,0.5416666666666666,0.6333333333333333,copied,copied
1257_T86of152_1257.766.json,1257.766,0.5,0.75,copied,copied
1257_T87of152_1257.767.json,1257.767,0.6428571428571429,0.9471682163989856,copied,copied
1257_T88of152_1257.768.json,1257.768,0.4166666666666667,0.9001141552511416,copied,copied
1257_T89of152_1257.769.json,1257.769,0.5,0.9759644273524817,copied,copied
1257_T8of152_1257.9.json,1257.9,0.7625,0.9966801799426577,copied,copied
1257_T90of152_1257.770.json,1257.770,0.15,0.575,copied,copied
1257_T91of152_1257.772.json,1257.772,0.75,0.8,copied,copied
1257_T92of152_1257.812.json,1257.812,0.5,0.75,copied,copied
1257_T93of152_1257.815.json,1257.815,0.5,0.5,skipped,no_change
1257_T94of152_1257.817.json,1257.817,0.5,0.9310344827586207,copied,copied
1257_T95of152_1257.819.json,1257.819,0.5,0.8461538461538461,copied,copied
1257_T96of152_1257.820.json,1257.820,0.5,0.5,skipped,no_change
1257_T97of152_1257.822.json,1257.822,0.0,0.5,copied,copied
1257_T98of152_1257.826.json,1257.826,0.5,0.4,copied,copied
1257_T99of152_1257.835.json,1257.835,0.5,0.6,copied,copied
1257_T9of152_1257.10.json,1257.10,0.5909090909090909,0.8242823978965921,copied,copied
12588_T1of1_12588.1.json,12588.1,0.75,0.7540675706330865,copied,copied
1258_T1of1_1258.1.json,1258.1,0.7435344827586207,0.8185715161224888,copied,copied
1260_T10of20_1260.271.json,1260.271,0.6944444444444444,0.7124183006535948,copied,copied
1260_T11of20_1260.286.json,1260.286,0.625,0.8125,copied,copied
1260_T12of20_1260.304.json,1260.304,0.0,0.5,copied,copied
1260_T13of20_1260.327.json,1260.327,0.4583333333333333,0.872248427672956,copied,copied
1260_T14of20_1260.663.json,1260.663,0.45,0.56,copied,copied
